DTXSID,scaffold_split,random_split
DTXSID1037565,train,test
DTXSID0037570,train,train
DTXSID5037571,train,val
DTXSID0037576,train,train
DTXSID5037577,test,train
DTXSID5037579,train,train
DTXSID4037580,train,train
DTXSID4037582,train,train
DTXSID4037584,train,train
DTXSID8037594,train,train
DTXSID8037596,train,train
DTXSID9037612,val,train
DTXSID4037617,train,train
DTXSID3037626,train,test
DTXSID6037649,train,val
DTXSID7037680,train,train
DTXSID1037696,train,train
DTXSID6037697,train,train
DTXSID3037709,train,train
DTXSID2037712,train,train
DTXSID2037714,train,val
DTXSID7037715,train,train
DTXSID7037717,train,train
DTXSID6037728,train,train
DTXSID0037730,train,train
DTXSID5037731,val,val
DTXSID0037734,train,train
DTXSID5037739,train,train
DTXSID9037741,train,test
DTXSID9037745,train,val
DTXSID4037748,test,train
DTXSID9037749,train,train
DTXSID8037750,train,test
DTXSID8037752,test,test
DTXSID8037754,train,train
DTXSID8037756,train,train
DTXSID3037757,train,train
DTXSID1037806,train,train
DTXSID1038298,train,test
DTXSID7038317,train,val
DTXSID1038321,train,train
DTXSID1038666,train,val
DTXSID9038686,train,val
DTXSID3038694,val,train
DTXSID3038696,train,train
DTXSID0038700,train,train
DTXSID3038725,train,test
DTXSID2038732,train,val
DTXSID0038756,train,train
DTXSID4038762,train,train
DTXSID2038788,train,train
DTXSID1038795,train,train
DTXSID6038798,train,train
DTXSID3038800,train,train
DTXSID8038801,test,train
DTXSID3038808,val,train
DTXSID7038810,train,test
DTXSID2038813,train,test
DTXSID7038814,train,train
DTXSID7038818,train,test
DTXSID1038822,train,train
DTXSID1038824,train,val
DTXSID5038830,train,test
DTXSID0038831,train,train
DTXSID4038847,train,test
DTXSID3038852,test,val
DTXSID8038855,train,train
DTXSID8038857,val,train
DTXSID7038864,train,train
DTXSID6038875,train,train
DTXSID1038876,val,train
DTXSID6038877,val,train
DTXSID0038881,train,val
DTXSID5038888,val,train
DTXSID4038922,train,train
DTXSID4038924,train,train
DTXSID4038926,test,train
DTXSID3038939,train,train
DTXSID0039223,train,train
DTXSID5039224,train,train
DTXSID0039227,train,train
DTXSID4039231,train,train
DTXSID9039232,train,val
DTXSID4039233,train,test
DTXSID4039235,train,test
DTXSID9039238,train,train
DTXSID3039240,train,train
DTXSID8039241,train,train
DTXSID3039242,train,val
DTXSID4039657,train,test
DTXSID5039721,train,train
DTXSID9040001,train,train
DTXSID4040002,train,train
DTXSID1040110,train,train
DTXSID6040111,train,train
DTXSID1040112,train,train
DTXSID1040114,train,val
DTXSID6040115,train,train
DTXSID0040127,train,train
DTXSID0040129,test,test
DTXSID9040130,train,train
DTXSID9040134,val,train
DTXSID2040151,test,train
DTXSID7040152,test,train
DTXSID7040154,train,val
DTXSID0040208,test,train
DTXSID8040222,val,test
DTXSID2040234,val,train
DTXSID2040236,train,train
DTXSID1040243,train,train
DTXSID1040245,train,train
DTXSID6040246,train,train
DTXSID9040265,train,val
DTXSID4040266,train,train
DTXSID4040268,train,train
DTXSID9040269,train,train
DTXSID8040270,test,val
DTXSID3040271,train,val
DTXSID8040274,train,test
DTXSID8040278,train,train
DTXSID3040279,val,train
DTXSID7040283,train,train
DTXSID2040284,train,train
DTXSID7040285,train,train
DTXSID7040287,train,train
DTXSID7040289,train,train
DTXSID6040290,train,train
DTXSID6040296,train,test
DTXSID1040320,train,test
DTXSID1040324,train,train
DTXSID9040342,train,train
DTXSID4040343,train,train
DTXSID7040360,test,train
DTXSID7040362,train,train
DTXSID2040363,val,train
DTXSID6040371,train,train
DTXSID1040372,test,val
DTXSID4040395,train,train
DTXSID5040413,val,train
DTXSID8040436,val,train
DTXSID8040438,train,train
DTXSID1040459,val,test
DTXSID5040461,train,train
DTXSID0040464,val,val
DTXSID5040465,train,test
DTXSID4040476,val,train
DTXSID8040484,val,train
DTXSID9040502,val,train
DTXSID2040525,test,train
DTXSID7040526,train,test
DTXSID5040540,train,train
DTXSID0040547,test,train
DTXSID9040554,val,val
DTXSID2040579,test,val
DTXSID6040583,train,train
DTXSID0040599,train,val
DTXSID2040608,train,test
DTXSID7040609,train,train
DTXSID1040611,train,train
DTXSID1040617,test,test
DTXSID1040619,test,train
DTXSID0040620,test,train
DTXSID5040625,test,test
DTXSID9040635,val,train
DTXSID3040643,test,train
DTXSID7040651,test,train
DTXSID2040652,test,train
DTXSID7040653,train,train
DTXSID2040656,train,train
DTXSID7040657,val,train
DTXSID1040661,train,train
DTXSID6040662,test,val
DTXSID6040664,train,train
DTXSID6040666,test,train
DTXSID1040667,train,train
DTXSID6040668,test,val
DTXSID0040672,test,train
DTXSID0040674,train,train
DTXSID5040675,test,train
DTXSID0040676,test,val
DTXSID0040678,train,train
DTXSID5040679,train,val
DTXSID4040682,val,train
DTXSID9040683,train,train
DTXSID4040684,train,test
DTXSID9040685,test,train
DTXSID4040686,train,train
DTXSID9040687,val,test
DTXSID3040691,train,train
DTXSID3040693,train,test
DTXSID8040694,train,test
DTXSID3040697,train,train
DTXSID8040698,train,train
DTXSID3040699,train,train
DTXSID5040700,train,train
DTXSID0040701,train,val
DTXSID5040702,train,train
DTXSID0040703,train,train
DTXSID0040705,val,val
DTXSID0040707,train,test
DTXSID5040708,train,val
DTXSID9040710,train,train
DTXSID4040711,train,train
DTXSID9040712,train,train
DTXSID4040713,train,val
DTXSID9040714,train,val
DTXSID4040715,train,train
DTXSID9040716,train,train
DTXSID9040718,train,train
DTXSID4040719,train,train
DTXSID3040720,train,train
DTXSID8040721,val,train
DTXSID3040722,train,train
DTXSID8040723,train,train
DTXSID3040724,val,train
DTXSID8040725,train,train
DTXSID3040726,train,test
DTXSID8040727,test,val
DTXSID3040728,train,train
DTXSID2040731,train,train
DTXSID7040732,train,train
DTXSID7040734,train,test
DTXSID2040735,test,test
DTXSID7040736,val,train
DTXSID7040738,train,train
DTXSID2040739,val,test
DTXSID1040742,train,test
DTXSID6040745,train,train
DTXSID6040747,train,test
DTXSID5040750,train,train
DTXSID0040751,train,train
DTXSID0040757,test,train
DTXSID5040758,test,train
DTXSID9040760,val,train
DTXSID4040765,train,test
DTXSID4040767,train,train
DTXSID3040776,train,train
DTXSID7040788,train,train
DTXSID6040795,train,train
DTXSID2040945,train,train
DTXSID7040948,train,test
DTXSID0040965,test,train
DTXSID4040979,test,train
DTXSID3040980,test,train
DTXSID7040990,train,test
DTXSID9041021,train,train
DTXSID9041023,train,test
DTXSID8041032,val,test
DTXSID8041034,val,val
DTXSID7041045,test,train
DTXSID2041046,test,train
DTXSID7041047,val,train
DTXSID6041056,train,train
DTXSID4041070,val,train
DTXSID9041075,train,train
DTXSID8041080,train,train
DTXSID3041085,val,train
DTXSID7041091,test,val
DTXSID7041097,val,test
DTXSID9041104,train,train
DTXSID8041115,test,train
DTXSID8041117,val,train
DTXSID7041126,train,val
DTXSID1041132,val,test
DTXSID6041133,train,train
DTXSID6041137,train,train
DTXSID0041141,val,train
DTXSID5041148,train,train
DTXSID4041153,train,train
DTXSID7041178,test,train
DTXSID1041180,train,val
DTXSID6041185,train,train
DTXSID1041188,train,train
DTXSID5041190,train,train
DTXSID2041200,val,train
DTXSID2041206,test,test
DTXSID2041208,train,train
DTXSID7041209,train,train
DTXSID6041210,val,val
DTXSID1041217,train,train
DTXSID0041224,train,train
DTXSID4041230,train,test
DTXSID4041232,train,test
DTXSID4041234,train,val
DTXSID9041237,train,train
DTXSID4041238,train,train
DTXSID8041242,train,train
DTXSID8041246,train,train
DTXSID3041247,val,train
DTXSID8041248,train,test
DTXSID2041250,train,test
DTXSID2041252,train,val
DTXSID7041253,test,train
DTXSID2041256,train,train
DTXSID1041261,train,train
DTXSID1041263,train,train
DTXSID1041265,train,val
DTXSID1041267,train,test
DTXSID6041268,val,train
DTXSID1041269,test,val
DTXSID0041270,train,val
DTXSID5041273,train,train
DTXSID0041274,val,train
DTXSID5041275,train,train
DTXSID5041279,train,test
DTXSID4041280,train,train
DTXSID9041289,train,val
DTXSID3041293,train,test
DTXSID8041298,train,train
DTXSID3041299,train,train
DTXSID5041302,test,train
DTXSID5041306,train,test
DTXSID5041308,train,val
DTXSID4041317,train,train
DTXSID8041321,train,train
DTXSID8041327,train,train
DTXSID3041328,train,train
DTXSID8041329,train,train
DTXSID1041346,train,val
DTXSID6041347,train,train
DTXSID6041349,train,train
DTXSID0041357,train,train
DTXSID0041359,train,train
DTXSID4041361,train,train
DTXSID9041362,train,test
DTXSID4041363,train,train
DTXSID9041366,train,train
DTXSID4041367,train,train
DTXSID9041368,train,train
DTXSID3041370,train,train
DTXSID8041371,train,train
DTXSID3041372,train,test
DTXSID8041373,train,train
DTXSID3041376,train,train
DTXSID8041379,train,train
DTXSID7041388,train,train
DTXSID2041389,train,test
DTXSID1041396,train,val
DTXSID8041400,train,train
DTXSID3041403,train,train
DTXSID8041404,train,train
DTXSID3041405,train,train
DTXSID3041409,train,val
DTXSID7041411,train,train
DTXSID2041412,train,train
DTXSID2041416,train,train
DTXSID7041417,train,train
DTXSID2041418,train,train
DTXSID6041420,train,val
DTXSID1041421,train,train
DTXSID6041422,train,test
DTXSID1041423,train,test
DTXSID6041424,train,train
DTXSID1041425,train,val
DTXSID6041426,train,val
DTXSID5041431,train,train
DTXSID0041436,train,train
DTXSID5041437,train,val
DTXSID5041439,train,train
DTXSID4041440,train,train
DTXSID9041441,train,train
DTXSID4041442,train,train
DTXSID4041446,train,train
DTXSID3041451,train,train
DTXSID8041452,train,train
DTXSID2041460,train,val
DTXSID7041461,val,train
DTXSID2041464,train,val
DTXSID7041467,test,train
DTXSID2041468,train,val
DTXSID6041472,train,train
DTXSID0041484,train,train
DTXSID5041487,train,train
DTXSID4041490,train,train
DTXSID9041491,train,test
DTXSID4041492,train,val
DTXSID4041494,val,test
DTXSID1041502,train,test
DTXSID1041506,train,train
DTXSID6041507,train,train
DTXSID5041512,train,test
DTXSID0041513,train,train
DTXSID5041514,train,train
DTXSID5041516,train,train
DTXSID0041517,val,train
DTXSID5041518,train,train
DTXSID0041519,train,test
DTXSID4041521,train,train
DTXSID9041524,train,train
DTXSID4041527,val,train
DTXSID9041528,train,val
DTXSID4041529,train,train
DTXSID3041530,train,train
DTXSID7041540,train,train
DTXSID2041541,train,train
DTXSID7041544,train,train
DTXSID2041545,train,train
DTXSID2041547,train,val
DTXSID0041567,train,train
DTXSID4041573,train,train
DTXSID4041575,train,train
DTXSID3041580,train,val
DTXSID4041600,train,test
DTXSID4041604,train,val
DTXSID9041607,test,train
DTXSID8041610,train,test
DTXSID3041611,train,train
DTXSID3041613,train,test
DTXSID3041615,train,val
DTXSID3041617,train,val
DTXSID3041619,test,train
DTXSID7041621,val,train
DTXSID2041622,train,train
DTXSID7041623,train,train
DTXSID7041625,train,val
DTXSID2041626,train,train
DTXSID7041627,train,train
DTXSID7041629,val,val
DTXSID6041636,train,train
DTXSID6041638,train,train
DTXSID1041639,train,train
DTXSID5041641,train,train
DTXSID5041643,train,test
DTXSID0041646,train,val
DTXSID9041653,train,train
DTXSID4041654,train,test
DTXSID4041656,train,val
DTXSID9041659,train,train
DTXSID3041661,train,train
DTXSID3041663,val,test
DTXSID3041665,train,train
DTXSID8041668,train,train
DTXSID2041672,train,train
DTXSID7041675,train,train
DTXSID6041680,train,train
DTXSID1041681,val,test
DTXSID6041682,train,train
DTXSID1041683,train,train
DTXSID6041684,train,train
DTXSID6041688,train,train
DTXSID1041689,train,train
DTXSID5041691,train,test
DTXSID0041692,train,train
DTXSID5041697,train,val
DTXSID0041698,train,train
DTXSID5041699,train,train
DTXSID7041708,test,train
DTXSID2041709,train,train
DTXSID6041715,train,test
DTXSID6041719,train,train
DTXSID5041726,test,train
DTXSID5041728,test,train
DTXSID8041743,val,train
DTXSID7041752,val,train
DTXSID7041756,train,val
DTXSID2041759,train,train
DTXSID5041772,test,train
DTXSID5041774,train,test
DTXSID5041778,train,train
DTXSID4041783,train,train
DTXSID3041790,train,train
DTXSID8041793,train,train
DTXSID3041794,train,val
DTXSID8041797,train,train
DTXSID8041799,test,train
DTXSID9041813,train,val
DTXSID9041815,train,val
DTXSID4041818,train,train
DTXSID3041827,val,test
DTXSID8041828,train,train
DTXSID6041844,test,train
DTXSID1041847,train,test
DTXSID0041850,train,val
DTXSID5041851,train,train
DTXSID0041852,train,val
DTXSID9041861,train,train
DTXSID3041873,train,test
DTXSID3041877,train,train
DTXSID2041880,train,train
DTXSID7041883,train,train
DTXSID2041884,test,train
DTXSID2041886,val,val
DTXSID7041887,train,train
DTXSID7041889,train,train
DTXSID1041891,train,train
DTXSID6041892,train,train
DTXSID1041897,test,val
DTXSID7041910,val,train
DTXSID2041913,train,test
DTXSID7041914,train,train
DTXSID7041916,train,test
DTXSID2041917,train,train
DTXSID7041918,train,test
DTXSID1041920,train,train
DTXSID6041925,train,train
DTXSID6041927,train,test
DTXSID8041951,train,train
DTXSID3041954,train,train
DTXSID8041955,train,test
DTXSID8041957,train,train
DTXSID8041959,train,train
DTXSID7041962,train,train
DTXSID7041964,train,test
DTXSID7041966,train,train
DTXSID1041970,train,train
DTXSID6041973,train,train
DTXSID6041977,train,train
DTXSID1041978,val,val
DTXSID0041983,train,train
DTXSID0041985,train,train
DTXSID0041987,test,train
DTXSID4041995,test,train
DTXSID4041997,val,train
DTXSID2042014,train,train
DTXSID7042019,train,train
DTXSID0042038,train,train
DTXSID3042051,train,train
DTXSID8042052,test,train
DTXSID3042053,train,train
DTXSID3042059,train,train
DTXSID7042061,train,train
DTXSID2042062,train,test
DTXSID7042063,train,train
DTXSID7042065,val,test
DTXSID6042072,train,test
DTXSID6042074,train,train
DTXSID1042077,train,test
DTXSID0042080,test,val
DTXSID5042083,test,train
DTXSID0042084,train,val
DTXSID0042086,train,val
DTXSID5042089,train,train
DTXSID4042090,train,train
DTXSID4042094,train,test
DTXSID4042096,train,train
DTXSID9042097,val,train
DTXSID0042117,train,train
DTXSID4042121,train,train
DTXSID4042129,train,test
DTXSID3042130,test,val
DTXSID8042137,test,train
DTXSID7042140,train,train
DTXSID2042143,train,val
DTXSID2042145,train,train
DTXSID7042146,train,val
DTXSID2042149,train,train
DTXSID1042154,train,train
DTXSID6042157,train,train
DTXSID0042169,train,test
DTXSID9042170,test,train
DTXSID4042171,train,train
DTXSID3042180,train,train
DTXSID8042181,train,train
DTXSID8042187,train,test
DTXSID3042188,train,train
DTXSID8042189,train,train
DTXSID7042190,train,train
DTXSID2042191,train,test
DTXSID2042195,train,test
DTXSID7042196,train,val
DTXSID7042198,train,train
DTXSID2042199,train,val
DTXSID9042203,train,val
DTXSID4042206,train,train
DTXSID4042208,train,test
DTXSID9042209,train,val
DTXSID8042210,train,test
DTXSID3042215,train,train
DTXSID8042218,train,train
DTXSID3042219,train,train
DTXSID2042220,val,test
DTXSID2042224,train,train
DTXSID6042232,train,train
DTXSID6042234,train,train
DTXSID0042242,train,train
DTXSID5042243,train,val
DTXSID0042244,train,test
DTXSID5042247,test,val
DTXSID0042248,test,train
DTXSID5042249,train,train
DTXSID4042252,train,train
DTXSID4042254,train,val
DTXSID4042256,val,train
DTXSID9042259,train,val
DTXSID8042260,train,train
DTXSID3042261,val,train
DTXSID3042263,train,train
DTXSID8042264,train,train
DTXSID8042266,train,train
DTXSID3042269,train,train
DTXSID7042273,train,train
DTXSID2042276,train,val
DTXSID7042279,train,train
DTXSID6042280,train,test
DTXSID1042281,train,train
DTXSID1042285,val,test
DTXSID5042297,train,train
DTXSID5042299,train,train
DTXSID6042315,train,train
DTXSID0042325,train,train
DTXSID4042337,train,train
DTXSID8042343,train,train
DTXSID8042349,train,train
DTXSID7042352,val,train
DTXSID7042356,test,train
DTXSID1042360,test,train
DTXSID1042364,train,train
DTXSID6042365,train,val
DTXSID6042369,train,train
DTXSID0042379,train,train
DTXSID9042382,train,train
DTXSID3042390,train,train
DTXSID3042394,train,val
DTXSID8042399,val,train
DTXSID0042400,train,train
DTXSID0042406,train,train
DTXSID4042416,train,train
DTXSID4042418,train,test
DTXSID8042422,train,val
DTXSID3042423,train,train
DTXSID8042424,val,val
DTXSID8042426,train,train
DTXSID2042436,train,val
DTXSID7042437,train,train
DTXSID6042440,train,train
DTXSID1042441,train,val
DTXSID6042448,train,train
DTXSID5042451,train,train
DTXSID0042454,train,train
DTXSID5042459,train,test
DTXSID4042462,train,train
DTXSID4042468,train,test
DTXSID3042477,test,train
DTXSID8042478,train,train
DTXSID6042490,train,test
DTXSID1042491,train,val
DTXSID6042494,train,train
DTXSID6042498,val,val
DTXSID1042499,val,train
DTXSID3042500,train,test
DTXSID8042503,train,test
DTXSID8042507,train,val
DTXSID3042508,val,train
DTXSID8042509,train,train
DTXSID7042514,train,test
DTXSID6042521,train,train
DTXSID8042559,val,train
DTXSID1042570,test,val
DTXSID1042574,train,train
DTXSID6042579,test,train
DTXSID5042584,val,train
DTXSID9042592,test,train
DTXSID9042594,test,test
DTXSID6042602,test,test
DTXSID0042612,test,train
DTXSID5042613,train,train
DTXSID0042614,val,train
DTXSID0042618,test,test
DTXSID4042622,test,train
DTXSID3042631,test,val
DTXSID8042632,train,val
DTXSID0042668,train,train
DTXSID3042681,val,train
DTXSID6043709,test,test
DTXSID5043714,test,test
DTXSID3043734,val,train
DTXSID0043763,val,test
DTXSID0043765,val,val
DTXSID3043782,test,train
DTXSID8043814,test,train
DTXSID0043892,val,train
DTXSID5043895,val,train
DTXSID0043896,val,train
DTXSID5043897,val,train
DTXSID7043902,train,train
DTXSID7043908,train,train
DTXSID2043909,train,train
DTXSID6043913,train,train
DTXSID6043915,train,train
DTXSID6043919,train,train
DTXSID9043938,train,train
DTXSID8043941,train,train
DTXSID7043950,train,train
DTXSID7043952,test,train
DTXSID9043988,test,train
DTXSID2044000,train,train
DTXSID2044002,train,test
DTXSID6044014,val,val
DTXSID5044023,train,train
DTXSID0044024,train,train
DTXSID5044029,test,test
DTXSID0044107,train,train
DTXSID9044112,test,train
DTXSID3044124,val,train
DTXSID7044130,train,test
DTXSID2044131,val,train
DTXSID7044132,train,train
DTXSID2044137,test,val
DTXSID1044196,train,train
DTXSID8044200,train,train
DTXSID8044202,train,train
DTXSID3044203,val,train
DTXSID8044204,test,train
DTXSID3044205,train,train
DTXSID8044206,train,val
DTXSID8044208,val,train
DTXSID2044210,train,train
DTXSID2044214,test,val
DTXSID7044217,test,train
DTXSID2044218,test,test
DTXSID1044221,test,val
DTXSID1044223,test,train
DTXSID6044226,train,train
DTXSID0044236,test,train
DTXSID5044239,train,test
DTXSID9044241,train,val
DTXSID9044247,train,train
DTXSID3044251,train,train
DTXSID8044252,train,val
DTXSID2044266,train,train
DTXSID7044267,val,train
DTXSID2044268,train,train
DTXSID6044272,test,train
DTXSID5044289,test,test
DTXSID0044313,train,train
DTXSID0044315,train,val
DTXSID9044328,val,train
DTXSID3044334,train,val
DTXSID7044340,val,val
DTXSID7044342,val,val
DTXSID7044346,test,train
DTXSID2044347,train,val
DTXSID1044352,train,train
DTXSID6044353,train,train
DTXSID1044354,train,val
DTXSID6044355,train,train
DTXSID1044356,train,train
DTXSID6044357,train,train
DTXSID6044359,test,test
DTXSID5044360,train,train
DTXSID0044361,train,train
DTXSID5044362,test,test
DTXSID0044363,train,val
DTXSID5044364,train,test
DTXSID0044365,train,val
DTXSID0044369,train,test
DTXSID9044370,train,train
DTXSID4044371,train,val
DTXSID9044374,train,train
DTXSID4044375,train,val
DTXSID9044378,train,train
DTXSID3044380,val,train
DTXSID8044381,test,val
DTXSID3044382,train,train
DTXSID8044383,train,train
DTXSID3044384,train,train
DTXSID3044388,train,train
DTXSID8044389,train,test
DTXSID7044390,train,val
DTXSID2044391,train,train
DTXSID7044392,train,train
DTXSID2044393,train,train
DTXSID7044394,train,train
DTXSID2044395,train,train
DTXSID7044396,train,train
DTXSID2044397,train,train
DTXSID7044398,val,train
DTXSID2044399,train,train
DTXSID4044400,train,train
DTXSID9044401,train,train
DTXSID4044402,train,train
DTXSID4044404,train,test
DTXSID9044405,train,train
DTXSID9044407,train,train
DTXSID4044408,train,train
DTXSID9044409,train,val
DTXSID8044410,train,train
DTXSID3044411,train,test
DTXSID8044412,train,train
DTXSID3044413,train,train
DTXSID8044414,train,train
DTXSID7044421,train,val
DTXSID7044423,train,train
DTXSID2044424,train,train
DTXSID7044425,train,test
DTXSID7044427,train,val
DTXSID2044428,train,val
DTXSID7044429,train,train
DTXSID6044430,train,test
DTXSID1044431,train,train
DTXSID1044433,val,val
DTXSID1044435,train,test
DTXSID6044436,train,val
DTXSID1044437,train,val
DTXSID6044438,train,train
DTXSID1044439,train,train
DTXSID0044440,train,train
DTXSID5044441,train,train
DTXSID5044443,train,train
DTXSID5044445,train,train
DTXSID0044446,train,train
DTXSID5044447,train,train
DTXSID0044448,train,train
DTXSID4044450,train,train
DTXSID9044451,train,train
DTXSID4044452,train,train
DTXSID4044454,train,train
DTXSID9044455,train,train
DTXSID4044456,val,train
DTXSID4044458,train,train
DTXSID9044459,train,train
DTXSID8044462,train,train
DTXSID3044463,train,train
DTXSID8044464,train,test
DTXSID3044465,train,train
DTXSID8044466,train,test
DTXSID3044469,train,train
DTXSID2044470,train,val
DTXSID7044471,train,train
DTXSID2044472,train,train
DTXSID7044473,train,train
DTXSID2044474,train,train
DTXSID7044479,train,train
DTXSID1044481,val,train
DTXSID1044485,train,test
DTXSID6044486,train,train
DTXSID1044487,train,train
DTXSID6044488,train,train
DTXSID1044489,train,val
DTXSID0044490,train,val
DTXSID5044491,train,test
DTXSID5044493,train,train
DTXSID0044494,test,train
DTXSID5044495,train,train
DTXSID0044496,train,test
DTXSID0044498,train,train
DTXSID7044502,train,train
DTXSID2044503,val,train
DTXSID7044506,train,train
DTXSID2044507,test,train
DTXSID2044509,train,train
DTXSID6044511,train,train
DTXSID6044513,train,val
DTXSID1044514,train,train
DTXSID6044515,train,train
DTXSID6044517,val,train
DTXSID1044518,test,train
DTXSID6044519,train,train
DTXSID5044520,train,val
DTXSID5044522,train,train
DTXSID0044523,train,train
DTXSID0044525,train,train
DTXSID5044526,train,train
DTXSID0044527,train,test
DTXSID5044528,val,val
DTXSID9044532,val,train
DTXSID4044533,train,train
DTXSID9044534,train,train
DTXSID4044535,train,train
DTXSID9044536,train,train
DTXSID9044538,train,test
DTXSID3044542,train,val
DTXSID8044543,train,train
DTXSID3044544,val,test
DTXSID8044545,train,train
DTXSID8044547,train,train
DTXSID8044549,train,test
DTXSID7044552,train,train
DTXSID2044553,train,train
DTXSID7044554,test,train
DTXSID2044559,test,train
DTXSID1044560,train,train
DTXSID6044561,train,test
DTXSID6044563,val,train
DTXSID1044564,train,train
DTXSID6044565,train,train
DTXSID1044568,test,val
DTXSID0044571,train,test
DTXSID5044572,train,train
DTXSID0044573,train,train
DTXSID5044574,train,train
DTXSID0044575,test,train
DTXSID5044576,train,test
DTXSID4044581,train,val
DTXSID9044582,train,train
DTXSID9044584,train,train
DTXSID4044585,test,train
DTXSID4044587,train,train
DTXSID9044588,train,train
DTXSID4044589,train,test
DTXSID8044591,train,train
DTXSID8044593,val,train
DTXSID8044595,train,val
DTXSID8044597,test,train
DTXSID8044599,train,train
DTXSID0044600,train,train
DTXSID5044603,train,val
DTXSID0044604,train,train
DTXSID0044606,train,train
DTXSID5044607,train,val
DTXSID5044609,train,train
DTXSID9044613,test,train
DTXSID9044615,train,test
DTXSID4044616,train,val
DTXSID9044617,train,train
DTXSID4044618,train,val
DTXSID9044619,train,train
DTXSID8044620,train,train
DTXSID3044621,train,val
DTXSID8044622,train,train
DTXSID3044623,train,test
DTXSID8044624,train,val
DTXSID3044625,train,train
DTXSID8044626,val,test
DTXSID3044627,train,val
DTXSID3044629,train,val
DTXSID7044631,val,train
DTXSID2044632,train,train
DTXSID7044633,test,train
DTXSID7044635,train,train
DTXSID2044638,train,train
DTXSID7044639,train,train
DTXSID6044642,train,train
DTXSID1044643,train,train
DTXSID6044644,train,train
DTXSID1044645,train,train
DTXSID6044646,test,train
DTXSID1044647,train,test
DTXSID6044648,train,train
DTXSID0044650,train,train
DTXSID0044654,train,train
DTXSID5044655,train,test
DTXSID0044656,train,train
DTXSID0044658,test,test
DTXSID4044660,train,test
DTXSID4044662,train,train
DTXSID9044663,train,train
DTXSID4044664,train,val
DTXSID9044667,train,train
DTXSID4044668,test,train
DTXSID8044676,train,test
DTXSID3044679,train,train
DTXSID2044680,train,train
DTXSID7044681,train,val
DTXSID2044682,train,train
DTXSID7044685,train,train
DTXSID2044686,train,val
DTXSID7044689,train,test
DTXSID6044690,val,val
DTXSID1044691,train,val
DTXSID6044696,val,train
DTXSID1044697,train,train
DTXSID6044698,train,train
DTXSID8044701,train,train
DTXSID3044702,train,train
DTXSID8044703,train,train
DTXSID3044704,val,train
DTXSID3044706,train,train
DTXSID8044709,train,train
DTXSID7044710,train,test
DTXSID7044712,train,train
DTXSID2044713,train,train
DTXSID7044714,train,test
DTXSID2044715,train,train
DTXSID7044716,val,train
DTXSID7044718,test,train
DTXSID2044719,train,train
DTXSID1044720,train,train
DTXSID6044721,train,train
DTXSID1044722,train,val
DTXSID6044723,train,test
DTXSID1044724,train,train
DTXSID6044725,train,train
DTXSID6044727,val,train
DTXSID1044728,train,train
DTXSID0044731,train,train
DTXSID5044732,train,train
DTXSID5044734,train,val
DTXSID0044735,train,train
DTXSID0044737,val,train
DTXSID5044738,train,train
DTXSID9044740,train,train
DTXSID9044742,train,train
DTXSID4044743,train,train
DTXSID9044744,train,val
DTXSID4044745,val,test
DTXSID9044746,train,test
DTXSID4044747,train,train
DTXSID9044748,val,test
DTXSID3044750,train,train
DTXSID8044751,train,train
DTXSID3044752,train,train
DTXSID8044753,train,val
DTXSID3044754,train,train
DTXSID8044755,train,train
DTXSID3044756,val,train
DTXSID8044757,train,train
DTXSID8044759,train,val
DTXSID7044762,val,train
DTXSID2044763,train,train
DTXSID7044764,train,train
DTXSID2044765,train,train
DTXSID2044767,train,test
DTXSID7044768,train,train
DTXSID2044769,train,train
DTXSID1044770,train,train
DTXSID6044771,train,train
DTXSID1044772,train,train
DTXSID6044773,train,train
DTXSID1044774,val,train
DTXSID1044776,train,train
DTXSID6044777,train,train
DTXSID6044779,train,train
DTXSID5044780,train,train
DTXSID0044781,train,test
DTXSID5044784,train,train
DTXSID0044785,train,train
DTXSID5044786,test,test
DTXSID0044787,val,test
DTXSID9044790,train,train
DTXSID4044791,train,train
DTXSID4044793,train,test
DTXSID9044794,train,train
DTXSID9044796,train,train
DTXSID9044798,train,test
DTXSID4044799,train,train
DTXSID6044802,train,train
DTXSID6044804,train,test
DTXSID1044805,test,val
DTXSID1044807,train,train
DTXSID6044808,train,test
DTXSID1044809,train,test
DTXSID0044810,train,train
DTXSID0044812,train,train
DTXSID5044815,train,train
DTXSID5044817,test,train
DTXSID0044818,train,train
DTXSID4044820,train,train
DTXSID9044821,train,test
DTXSID4044822,train,train
DTXSID4044824,train,train
DTXSID9044825,train,train
DTXSID4044826,train,val
DTXSID9044827,train,train
DTXSID4044828,train,train
DTXSID9044829,val,val
DTXSID8044830,train,train
DTXSID3044831,train,train
DTXSID8044832,train,train
DTXSID3044833,train,train
DTXSID8044834,train,train
DTXSID3044835,train,train
DTXSID8044836,train,train
DTXSID3044837,train,train
DTXSID3044839,train,train
DTXSID2044840,train,train
DTXSID7044841,train,train
DTXSID2044842,test,train
DTXSID2044844,train,train
DTXSID7044845,train,train
DTXSID2044846,train,test
DTXSID7044847,train,train
DTXSID2044848,train,train
DTXSID7044849,val,train
DTXSID1044851,train,train
DTXSID6044852,val,train
DTXSID1044853,val,train
DTXSID6044854,train,train
DTXSID6044856,train,test
DTXSID1044857,train,train
DTXSID6044858,train,train
DTXSID1044859,test,train
DTXSID0044860,train,train
DTXSID0044862,train,test
DTXSID5044863,train,train
